Word Spacing,Pen Pressure_LOW,Baseline_DESCENDING,Baseline_STRAIGHT,Word Size_NORMAL,Word Size_SMALL,Emotion,Attention,Optimism,Size,Pen Pressure
321,1,0,1,0,0,1,2,1,2.042948179,75
501,1,1,0,0,1,1,0,0,0.5475406856,112
257,1,0,1,0,1,1,0,1,0.3432739703,104
386,0,0,1,0,1,0,0,1,0.6919997645,88
267,0,0,1,0,1,0,0,1,0.5773649861,95
388,1,0,1,0,1,1,0,1,0.4793759945,167
268,1,0,1,0,1,1,0,1,0.5879750009,186
228,1,1,0,0,1,1,0,0,0.853269973,148
481,1,0,1,0,1,1,0,1,0.7358532396,141
380,1,0,0,1,0,1,1,2,1.356216496,141
490,1,0,1,0,1,1,0,1,0.5664711763,191
317,1,0,1,0,1,1,0,1,0.8874980908,194
509,1,0,1,0,0,1,2,1,2.989304821,134
442,1,0,1,0,1,1,0,1,0.7754743714,77
491,1,0,1,0,1,1,0,1,0.3332272212,64
347,1,0,0,0,1,1,0,2,0.5055449532,72
353,1,0,1,0,0,1,2,1,2.16712144,94
321,1,0,1,1,0,1,1,1,1.036240839,145
384,1,0,1,0,1,1,0,1,0.5724326704,199
434,1,0,1,0,1,1,0,1,0.5551148903,170
876,0,0,1,0,0,0,2,1,2.071125556,149
344,1,0,1,0,0,1,2,1,1.781965757,164
228,1,0,1,0,0,1,2,1,1.797419329,136
584,1,0,1,1,0,1,1,1,1.010745691,133
271,1,0,1,1,0,1,1,1,1.111863143,128
349,0,0,1,0,1,0,0,1,0.8027916932,97
412,1,0,1,1,0,1,1,1,1.008046782,125
196,1,0,1,0,0,1,2,1,2.722162264,96
419,0,0,1,1,0,0,1,1,1.016696472,147
51,0,0,1,0,1,0,0,1,0.9063028435,192
203,0,0,1,0,1,0,0,1,0.5812071634,190
545,1,1,0,0,1,1,0,0,0.8765806874,160
463,1,1,0,1,0,1,1,0,1.206813796,127
488,1,0,1,1,0,1,1,1,1.172459447,174
322,1,0,1,1,0,1,1,1,1.30958925,195
490,1,0,1,0,1,1,0,1,0.9473239526,157
397,0,0,1,1,0,0,1,1,1.012647917,164
516,1,0,1,0,0,1,2,1,1.589067451,146
295,0,0,1,0,1,0,0,1,0.7799369269,125
190,1,1,0,0,1,1,0,0,0.9154422056,132
68,1,1,0,1,0,1,1,0,1.27866858,160
410,1,0,1,1,0,1,1,1,1.084425404,97
376,1,0,1,0,1,1,0,1,0.4738939934,84
570,0,0,1,0,1,0,0,1,0.910464595,87
45,1,0,1,0,1,1,0,1,0.415765252,129
400,0,0,1,1,0,0,1,1,1.162958591,139
289,1,0,1,1,0,1,1,1,1.276695258,97
141,1,0,1,0,0,1,2,1,7.785708346,76
379,0,0,1,0,1,0,0,1,0.6500795965,66
347,1,1,0,0,0,1,2,0,1.644267925,49
497,1,0,1,0,0,1,2,1,3.090553469,45
410,0,0,1,0,1,0,0,1,0.4263299214,69
703,0,0,1,0,1,0,0,1,0.3762592544,99
350,0,0,1,0,1,0,0,1,0.4472519105,171
220,1,0,1,0,1,1,0,1,0.9091620622,131
305,1,0,1,0,1,1,0,1,0.6455396642,129
403,0,0,1,0,0,0,2,1,2.308936752,160
317,1,1,0,0,1,1,0,0,0.953967318,172
338,0,0,1,0,1,0,0,1,0.8603199055,148
523,1,0,1,0,0,1,2,1,1.518226389,141
519,0,0,1,0,1,0,0,1,0.3199673009,138
351,0,0,1,1,0,0,1,1,1.134416213,129
320,0,0,1,0,1,0,0,1,0.8578093294,64
163,1,0,1,1,0,1,1,1,1.350700696,111
188,1,0,1,1,0,1,1,1,1.253579018,121
611,1,0,1,0,1,1,0,1,0.532946134,111
236,1,0,1,1,0,1,1,1,1.408108735,77
318,1,0,1,0,1,1,0,1,0.4000901684,189
381,1,0,1,0,1,1,0,1,0.4574504152,151
243,1,0,1,0,1,1,0,1,0.6415154432,128
356,1,0,1,0,1,1,0,1,0.7882931306,134
616,1,0,1,0,1,1,0,1,0.5789037819,143
496,1,0,1,0,1,1,0,1,0.8112520607,166
394,0,0,1,1,0,0,1,1,1.353568313,151
36,0,0,1,0,1,0,0,1,0.4377596688,92
324,1,0,1,0,1,1,0,1,0.4969083299,95
136,1,0,1,0,1,1,0,1,0.5286239853,117
163,1,0,1,1,0,1,1,1,1.175137769,152
319,1,1,0,1,0,1,1,0,1.194664097,187
321,0,0,1,0,1,0,0,1,0.9647972428,145
504,1,0,1,0,1,1,0,1,0.7847705405,143
391,1,0,1,1,0,1,1,1,1.181655685,190
267,0,0,1,1,0,0,1,1,1.462794112,160
279,1,0,1,0,0,1,2,1,1.636527629,133
253,1,0,0,1,0,1,1,2,1.385180044,139
368,1,0,1,0,0,1,2,1,1.514761267,136
439,1,1,0,0,1,1,0,0,0.8212853065,108
476,0,0,0,0,0,0,2,2,1.91702891,136
605,1,0,0,1,0,1,1,2,1.349284033,143
82,0,0,1,0,1,0,0,1,0.7471551441,140
359,1,0,1,0,1,1,0,1,0.4738153173,138
343,0,1,0,0,1,0,0,0,0.8354884242,127
436,1,0,1,1,0,1,1,1,1.04179771,107
387,1,0,1,0,0,1,2,1,1.5083382,168
457,0,1,0,0,1,0,0,0,0.7994160203,167
431,1,0,1,0,0,1,2,1,2.361464316,133
580,1,1,0,0,1,1,0,0,0.3842212433,132
371,1,0,1,0,1,1,0,1,0.53676271,137
161,1,0,1,0,1,1,0,1,0.4048037191,166
384,1,0,0,0,1,1,0,2,0.2893066567,196
478,0,1,0,1,0,0,1,0,1.365317967,107
173,1,0,1,0,1,1,0,1,0.6641791177,70
384,1,0,1,0,1,1,0,1,0.5638454741,70
197,0,0,1,0,1,0,0,1,0.4987602793,90
271,1,0,1,0,0,1,2,1,2.590273811,181
388,1,0,1,0,0,1,2,1,3.098990354,156
456,1,0,0,1,0,1,1,2,1.182603394,88
433,1,0,1,0,1,1,0,1,0.4985721042,82
421,1,0,1,1,0,1,1,1,1.046422414,72
280,1,0,1,0,1,1,0,1,0.7981014485,64
326,1,0,1,0,0,1,2,1,1.628025208,55
488,1,1,0,0,0,1,2,0,1.559752598,52
272,1,0,1,1,0,1,1,1,1.377673071,101
394,1,0,0,0,1,1,0,2,0.3772692447,152
201,1,0,1,0,1,1,0,1,0.7815107956,158
350,1,0,0,0,1,1,0,2,0.9097570799,120
175,0,0,1,0,1,0,0,1,0.5386600088,130
397,1,0,1,0,1,1,0,1,0.3558795473,156
405,0,1,0,0,1,0,0,0,0.7034349924,144
373,1,0,1,1,0,1,1,1,1.287347438,141
503,1,1,0,0,0,1,2,0,2.418960495,174
81,0,0,1,0,1,0,0,1,0.5859081713,176
446,0,1,0,0,1,0,0,0,0.867353364,148
338,0,0,1,0,0,0,2,1,1.767571941,125
446,0,0,1,0,1,0,0,1,0.4949618661,177
272,0,0,1,0,1,0,0,1,0.5715698515,167
429,1,1,0,0,1,1,0,0,0.3298202817,118
309,0,0,1,0,1,0,0,1,0.7907200219,77
399,1,0,1,0,0,1,2,1,8.349401229,130
169,1,0,1,0,1,1,0,1,0.5700588639,156
177,1,0,1,0,1,1,0,1,0.4800767349,141
243,1,0,1,1,0,1,1,1,1.356664064,156
551,0,0,1,0,1,0,0,1,0.5097626312,148
225,1,0,1,0,0,1,2,1,1.628843797,197
377,0,0,1,0,0,0,2,1,4.043878614,163
749,0,0,1,0,1,0,0,1,0.6624044225,148
288,1,1,0,0,0,1,2,0,1.90179606,135
668,1,0,1,1,0,1,1,1,1.026617362,108
355,1,0,1,0,1,1,0,1,0.2241642405,127
71,0,1,0,0,1,0,0,0,0.5898609135,171
47,1,0,1,1,0,1,1,1,1.363076052,177
299,1,0,1,0,0,1,2,1,2.117315973,149
210,1,0,1,0,0,1,2,1,1.855225526,142
33,1,0,1,0,1,1,0,1,0.807077338,165
298,1,0,1,0,1,1,0,1,0.8851907786,196
471,0,0,1,1,0,0,1,1,1.174233024,154
238,1,0,1,0,0,1,2,1,7.131822612,179
355,1,0,1,0,1,1,0,1,0.955,152
453,1,0,1,1,0,1,1,1,1.371819036,109
434,1,0,0,0,0,1,2,2,1.50219586,120
458,1,0,1,0,0,1,2,1,3.101393511,112
418,1,0,1,0,1,1,0,1,0.6468472648,122
227,1,0,1,0,1,1,0,1,0.7376019379,129
262,0,0,1,0,1,0,0,1,0.8107117609,164
81,1,0,1,0,1,1,0,1,0.3174966822,157
492,0,0,1,0,1,0,0,1,0.9879869115,156
401,1,0,1,0,1,1,0,1,0.4499958049,187
346,1,0,1,0,0,1,2,1,8.133700731,150
113,1,0,1,0,0,1,2,1,2.639149113,91
312,1,0,1,1,0,1,1,1,1.283741963,108
440,0,0,1,1,0,0,1,1,1.365869315,151
491,0,0,1,1,0,0,1,1,1.305153982,167
234,1,0,1,0,0,1,2,1,2.210138211,91
588,1,0,1,0,0,1,2,1,2.456533222,77
223,1,0,1,1,0,1,1,1,1.320968764,71
458,1,0,1,0,0,1,2,1,2.749146298,92
458,1,0,1,0,1,1,0,1,0.8518134568,198
411,1,0,1,1,0,1,1,1,1.093225832,173
108,1,0,1,1,0,1,1,1,1.449750327,78
339,1,0,1,0,1,1,0,1,0.9721611228,69
301,1,0,1,1,0,1,1,1,1.028516287,61
445,1,0,1,0,1,1,0,1,0.7150818638,47
477,1,0,1,0,1,1,0,1,0.7108414641,47
365,1,0,1,0,1,1,0,1,0.5023253585,69
65,1,1,0,0,1,1,0,0,0.3999089656,115
294,0,0,1,0,1,0,0,1,0.9618727282,183
316,1,0,1,0,1,1,0,1,0.7927494777,196
794,1,0,1,0,0,1,2,1,2.20317313,187
59,0,0,1,1,0,0,1,1,1.037848267,187
416,1,0,1,0,1,1,0,1,0.8471783425,116
445,1,0,1,0,1,1,0,1,0.4342042867,102
308,1,0,1,1,0,1,1,1,1.424876999,117
275,0,0,0,0,1,0,0,2,0.955,155
108,1,0,1,1,0,1,1,1,1.276873828,187
352,0,0,1,0,0,0,2,1,1.703046678,135
433,0,0,1,0,1,0,0,1,0.4380029912,166
432,1,0,1,0,1,1,0,1,0.6491394401,190
405,1,0,1,0,0,1,2,1,2.36027751,191
116,1,0,1,1,0,1,1,1,1.11088447,160
213,1,0,1,0,1,1,0,1,0.7053508295,170
469,0,0,1,1,0,0,1,1,1.471096816,148
336,1,1,0,0,0,1,2,0,3.683999481,99
163,1,0,1,1,0,1,1,1,1.037651695,99
198,1,0,1,0,1,1,0,1,0.955,85
275,1,0,1,0,1,1,0,1,0.583414726,147
325,1,0,1,0,1,1,0,1,0.6103491614,158
489,1,1,0,0,1,1,0,0,0.6061136176,190
289,0,0,1,0,1,0,0,1,0.7167119377,147
416,1,0,1,0,1,1,0,1,0.4488907253,134
496,0,0,1,0,1,0,0,1,0.8812376632,126
796,0,0,1,0,1,0,0,1,0.8552173076,103
467,1,0,1,0,1,1,0,1,0.4779345577,115
197,1,0,0,1,0,1,1,2,1.176190227,174
432,0,0,1,1,0,0,1,1,1.198303561,199
262,0,0,1,0,1,0,0,1,0.9838110487,179
218,1,1,0,0,0,1,2,0,1.549256195,166
291,1,0,1,0,1,1,0,1,0.4460138714,174
436,1,0,1,0,1,1,0,1,0.7288672211,169
95,1,0,1,0,0,1,2,1,1.588277835,145
832,1,0,1,0,1,1,0,1,0.3934313379,124
310,1,0,1,0,1,1,0,1,0.8114353145,108
374,0,0,1,0,1,0,0,1,0.5019240554,131
254,1,1,0,1,0,1,1,0,1.102548502,115
294,1,0,1,0,1,1,0,1,0.2465166504,131
81,1,0,1,0,1,1,0,1,0.5941884229,187
267,0,0,1,0,1,0,0,1,0.6174353025,183
360,0,0,1,1,0,0,1,1,1.418128862,108
493,1,0,1,0,1,1,0,1,0.6657511066,93
310,1,1,0,0,1,1,0,0,0.6100291716,92
477,1,0,1,0,0,1,2,1,1.747006709,140
296,1,0,0,0,1,1,0,2,0.6834548913,129
333,1,0,1,0,1,1,0,1,0.6516559646,91
416,1,1,0,1,0,1,1,0,1.025021912,78
316,1,0,1,0,0,1,2,1,1.778100293,137
287,0,1,0,1,0,0,1,0,1.167246815,127
486,1,0,1,0,1,1,0,1,0.6928448162,85
429,1,0,1,0,1,1,0,1,0.7507600457,89
327,1,0,1,0,1,1,0,1,0.8483108985,72
269,1,0,1,0,1,1,0,1,0.8044098789,56
507,1,1,0,0,1,1,0,0,0.6417777208,50
492,1,0,1,0,1,1,0,1,0.6658740429,60
370,1,0,1,1,0,1,1,1,1.402608108,99
268,1,0,1,1,0,1,1,1,1.289710959,162
296,1,0,1,1,0,1,1,1,1.316157042,187
282,0,0,1,0,1,0,0,1,0.9197539332,148
296,1,0,1,0,1,1,0,1,0.7541022893,128
332,1,0,1,0,1,1,0,1,0.4980941784,104
758,1,0,1,1,0,1,1,1,1.147292076,97
426,1,1,0,0,1,1,0,0,0.8574591957,101
259,0,0,1,0,1,0,0,1,0.4517246313,116
264,0,0,1,1,0,0,1,1,1.219337371,118
354,1,0,1,0,1,1,0,1,0.7717363877,121
49,1,0,1,0,0,1,2,1,2.114814655,143
357,1,1,0,0,0,1,2,0,3.806987238,181
347,1,0,1,1,0,1,1,1,1.112735641,162
63,0,0,1,0,0,0,2,1,1.53195546,105
414,1,0,1,0,0,1,2,1,2.032966496,127
243,0,0,1,0,1,0,0,1,0.8155078951,118
583,1,1,0,0,0,1,2,0,3.280508665,155
403,1,0,1,0,1,1,0,1,0.574875188,174
429,1,0,1,0,0,1,2,1,1.699653998,143
200,1,1,0,0,1,1,0,0,0.8054898189,139
244,0,0,1,0,1,0,0,1,0.9834760067,163
455,0,0,1,0,1,0,0,1,0.7646934373,193
353,1,1,0,1,0,1,1,0,1.219654322,196
186,0,0,1,1,0,0,1,1,1.129307959,118
66,1,0,1,0,1,1,0,1,0.5086569156,92
398,0,0,1,0,0,0,2,1,1.819922807,79
375,0,0,1,0,0,0,2,1,2.271054459,76
333,1,0,1,0,0,1,2,1,2.039231015,158
382,1,0,1,1,0,1,1,1,1.109961204,169
178,1,0,1,0,1,1,0,1,0.955,136
282,1,0,1,0,1,1,0,1,0.4838718552,121
239,1,0,1,0,0,1,2,1,2.008625745,121
227,0,1,0,1,0,0,1,0,1.051176257,108
150,1,0,1,1,0,1,1,1,1.175290451,147
377,1,0,1,0,1,1,0,1,0.7411931801,174
173,1,0,1,0,1,1,0,1,0.7666722892,175
258,1,0,1,0,1,1,0,1,0.466049769,172
447,0,0,1,1,0,0,1,1,1.259994292,180
504,1,0,0,0,1,1,0,2,0.6033796145,167
299,1,0,1,0,0,1,2,1,2.272708742,158
53,1,0,1,0,1,1,0,1,0.8425704088,194
363,1,0,1,0,1,1,0,1,0.5355113202,177
454,1,0,1,0,1,1,0,1,0.344632442,160
405,1,0,1,0,1,1,0,1,0.7353520702,182
289,0,0,1,0,1,0,0,1,0.8402737698,179
417,1,0,1,1,0,1,1,1,1.167965651,148
464,0,0,1,1,0,0,1,1,1.154604162,138
393,1,0,1,0,0,1,2,1,2.104214199,127
437,1,0,1,1,0,1,1,1,1.171831909,115
380,0,0,1,1,0,0,1,1,1.015894074,124
291,0,0,1,1,0,0,1,1,1.043329083,150
464,0,1,0,0,0,0,2,0,2.357078679,162
155,0,0,1,0,1,0,0,1,0.5651076336,169
316,0,0,1,1,0,0,1,1,1.246394116,196
221,0,0,1,0,1,0,0,1,0.7108616421,169
419,1,0,1,0,1,1,0,1,0.722266495,153
280,1,0,1,0,1,1,0,1,0.2796109651,140
261,1,0,1,0,1,1,0,1,0.5777818951,114
213,1,0,0,0,1,1,0,2,0.784214784,115
372,0,0,1,0,1,0,0,1,0.6793735001,132
385,1,0,1,1,0,1,1,1,1.001993185,131
691,1,0,1,0,1,1,0,1,0.7649209897,154
789,1,0,1,0,1,1,0,1,0.6771127629,140
337,1,1,0,0,1,1,0,0,0.7185842105,187
306,1,0,1,0,1,1,0,1,0.5875296036,149
400,0,0,1,0,1,0,0,1,0.5537044897,87
184,0,0,1,1,0,0,1,1,1.272357849,103
273,1,0,1,0,1,1,0,1,0.5554719599,119
365,1,0,1,0,1,1,0,1,0.9881865829,115
519,1,0,1,0,1,1,0,1,0.5123659882,158
536,0,0,1,0,0,0,2,1,2.492162211,197
234,0,0,1,0,0,0,2,1,2.286400096,167
380,1,0,1,0,1,1,0,1,0.5078811728,113
327,0,1,0,0,1,0,0,0,0.5948670985,96
316,0,0,1,0,0,0,2,1,1.814414961,85
271,1,0,1,0,0,1,2,1,1.702949065,95
433,1,0,1,0,1,1,0,1,0.6833795631,180
73,0,0,0,0,1,0,0,2,0.6439087681,162
756,1,0,1,0,1,1,0,1,0.7514620375,118
45,0,0,1,0,0,0,2,1,3.030162132,82
432,0,0,1,0,0,0,2,1,3.394957645,82
448,1,1,0,0,0,1,2,0,5.389104806,83
396,1,0,1,0,1,1,0,1,0.6076848776,54
386,0,0,1,0,0,0,2,1,3.899865113,65
385,1,0,1,0,1,1,0,1,0.3405172239,88
142,1,1,0,0,1,1,0,0,0.8576285189,129
542,1,0,0,0,0,1,2,2,1.712574023,197
292,0,0,1,0,1,0,0,1,0.3850639788,166
210,1,0,1,0,1,1,0,1,0.3899149084,125
296,0,0,1,0,1,0,0,1,0.5037155913,89
451,0,0,1,0,1,0,0,1,0.6177685778,82
451,1,0,1,0,1,1,0,1,0.9220018436,70
292,1,1,0,0,1,1,0,0,0.8696544194,63
333,1,0,1,1,0,1,1,1,1.296949168,70
48,1,0,1,1,0,1,1,1,1.21500215,74
65,0,0,1,0,1,0,0,1,0.6440741572,71
711,1,0,1,0,1,1,0,1,0.8774836515,72
205,0,0,1,1,0,0,1,1,1.39903266,68
410,1,0,1,0,1,1,0,1,0.3763563794,79
474,1,0,1,0,1,1,0,1,0.7627341953,88
299,1,0,1,0,0,1,2,1,1.708677187,130
524,0,0,1,0,1,0,0,1,0.9499510086,175
385,1,0,1,1,0,1,1,1,1.004217764,193
504,0,1,0,0,1,0,0,0,0.4743414688,105
190,1,0,1,0,1,1,0,1,0.7626816028,103
456,1,0,1,1,0,1,1,1,1.31494891,113
206,1,0,1,1,0,1,1,1,1.10934004,113
304,0,0,1,1,0,0,1,1,1.345459545,163
264,1,0,1,0,0,1,2,1,1.591380507,172
899,0,0,1,0,1,0,0,1,0.7957907049,152
257,1,0,0,0,1,1,0,2,0.668760047,129
218,1,0,1,0,1,1,0,1,0.5432026246,150
327,1,1,0,0,1,1,0,0,0.9520360291,173
263,1,0,1,0,1,1,0,1,0.7765222311,84
272,0,0,1,1,0,0,1,1,1.310573705,77
195,1,0,1,1,0,1,1,1,1.02013501,60
292,1,0,1,0,1,1,0,1,0.5925404142,82
303,1,0,1,1,0,1,1,1,1.004648708,186
377,0,0,1,0,1,0,0,1,0.7473616923,171
419,1,0,1,0,0,1,2,1,6.338917576,141
291,1,0,1,0,1,1,0,1,0.9613968015,124
266,0,0,1,0,0,0,2,1,2.012158135,103
61,1,0,1,1,0,1,1,1,1.063173675,121
264,1,0,1,0,1,1,0,1,0.9028743842,144
734,0,0,1,1,0,0,1,1,1.295361858,188
344,0,0,1,1,0,0,1,1,1.216454933,160
242,0,0,1,0,1,0,0,1,0.8175169148,161
445,1,0,1,0,0,1,2,1,2.572076295,159
330,0,0,1,0,0,0,2,1,2.102127326,180
86,1,0,1,0,1,1,0,1,0.6223316655,130
599,0,0,1,0,1,0,0,1,0.5047376293,127
237,1,0,1,0,0,1,2,1,1.935708297,142
322,1,0,1,0,0,1,2,1,1.784275436,159
268,1,0,1,0,1,1,0,1,0.6229152166,172
455,1,0,1,0,1,1,0,1,0.4886732338,150
537,0,0,1,0,1,0,0,1,0.3468620066,134
259,0,1,0,1,0,0,1,0,1.282965464,192
60,1,0,1,0,1,1,0,1,0.6516060241,181
945,1,0,1,1,0,1,1,1,1.431612832,179
82,1,0,1,0,0,1,2,1,3.560449245,173
464,1,1,0,0,1,1,0,0,0.806307345,145
390,1,1,0,0,1,1,0,0,0.6523536771,126
167,0,0,0,0,1,0,0,2,0.5094307085,136
343,1,0,1,0,1,1,0,1,0.5720203556,136
287,1,0,1,0,0,1,2,1,3.548847011,133
388,0,0,1,0,0,0,2,1,2.624437827,156
288,1,1,0,1,0,1,1,0,1.348597899,188
372,1,0,1,1,0,1,1,1,1.117646158,157
288,0,0,1,0,0,0,2,1,2.39058339,145
456,1,0,1,0,1,1,0,1,0.2800733481,127
738,1,0,1,0,0,1,2,1,3.164783145,103
184,1,0,1,0,1,1,0,1,0.5049312635,87
299,1,0,1,0,0,1,2,1,1.519999523,90
426,0,0,1,0,0,0,2,1,2.882527231,106
351,1,0,1,1,0,1,1,1,1.448106405,95
486,1,0,1,0,1,1,0,1,0.5571166511,97
340,1,0,1,0,1,1,0,1,0.6327596282,109
459,1,0,1,0,1,1,0,1,0.9842805742,122
151,1,0,1,0,0,1,2,1,1.597060911,114
421,1,0,1,0,0,1,2,1,2.231983735,99
231,0,0,1,0,0,0,2,1,1.834466089,94
402,1,1,0,0,1,1,0,0,0.7618720103,153
511,1,0,1,1,0,1,1,1,1.418338116,166
380,0,0,1,0,1,0,0,1,0.7780741645,103
523,1,0,1,0,1,1,0,1,0.9498160552,80
42,0,0,1,0,0,0,2,1,1.679871851,119
453,1,0,1,0,1,1,0,1,0.9468461247,137
450,1,0,1,1,0,1,1,1,1.252352677,103
299,1,0,1,0,1,1,0,1,0.2176327703,118
267,1,0,1,0,1,1,0,1,0.6164323783,136
459,0,0,1,0,1,0,0,1,0.9046924083,169
307,1,0,1,0,1,1,0,1,0.7145705432,197
387,0,0,1,0,1,0,0,1,0.4557505166,117
260,1,1,0,0,1,1,0,0,0.7384169462,79
471,1,0,1,1,0,1,1,1,1.260242526,79
403,1,1,0,1,0,1,1,0,1.015745974,70
303,0,1,0,0,1,0,0,0,0.7559680755,82
283,1,0,1,0,1,1,0,1,0.5270678141,188
342,0,0,1,0,0,0,2,1,1.564354213,170
759,1,0,1,0,0,1,2,1,1.634935717,128
464,1,0,1,0,1,1,0,1,0.7544193847,93
43,1,0,1,0,1,1,0,1,0.9837521604,76
228,0,0,0,0,1,0,0,2,0.5210876453,82
508,1,0,1,1,0,1,1,1,1.244018789,82
474,1,0,0,0,1,1,0,2,0.4436930434,65
392,0,0,1,0,1,0,0,1,0.4382056436,71
462,1,0,1,0,0,1,2,1,1.92889088,94
415,1,0,1,0,1,1,0,1,0.8163216438,158
221,1,0,1,0,1,1,0,1,0.4493691768,190
214,1,0,1,0,1,1,0,1,0.7884207113,162
543,0,0,1,0,0,0,2,1,1.826828522,134
470,1,0,1,0,1,1,0,1,0.411025038,104
235,0,1,0,0,1,0,0,0,0.9552657039,75
458,0,0,1,0,1,0,0,1,0.3819905417,68
871,0,0,0,0,0,0,2,2,1.949738889,73
391,1,1,0,0,1,1,0,0,0.9625899885,62
59,1,0,1,0,1,1,0,1,0.987934623,60
352,1,0,1,1,0,1,1,1,1.438880255,59
362,1,0,1,0,1,1,0,1,0.8653131428,59
344,0,0,1,0,0,0,2,1,2.645062112,57
363,1,0,1,0,0,1,2,1,3.453611163,58
262,1,0,1,0,0,1,2,1,1.970265806,55
485,1,0,1,0,1,1,0,1,0.6938515282,67
478,1,0,1,1,0,1,1,1,1.3504146,63
343,1,0,1,0,0,1,2,1,1.54665133,70
929,0,1,0,0,1,0,0,0,0.4108068499,93
411,0,0,1,0,1,0,0,1,0.6876765957,142
535,1,0,1,0,0,1,2,1,3.453514574,168
407,0,0,1,0,0,0,2,1,5.265587347,93
230,1,0,1,0,1,1,0,1,0.2906342673,84
119,0,0,1,0,1,0,0,1,0.8185954433,114
168,0,0,1,0,1,0,0,1,0.9478439726,118
367,1,0,1,0,0,1,2,1,5.57422675,187
44,1,0,1,1,0,1,1,1,1.217386462,148
350,1,0,1,1,0,1,1,1,1.341930489,122
302,1,0,1,1,0,1,1,1,1.302921409,104
227,0,0,1,0,1,0,0,1,0.6807660626,142
399,1,1,0,1,0,1,1,0,1.429146746,137
219,0,0,1,0,1,0,0,1,0.9484469657,84
469,0,0,1,0,1,0,0,1,0.7642625945,67
298,0,1,0,0,1,0,0,0,0.7892815564,62
78,1,0,1,0,0,1,2,1,2.174446514,114
289,1,0,1,0,1,1,0,1,0.6468125603,145
289,1,0,1,0,1,1,0,1,0.9248701501,115
172,0,0,1,0,1,0,0,1,0.7278651534,107
441,1,1,0,0,0,1,2,0,1.552865479,115
85,1,0,1,0,1,1,0,1,0.6973993003,135
889,1,0,1,0,1,1,0,1,0.3842400778,179
189,0,1,0,0,0,0,2,0,3.130797968,199
353,0,1,0,0,0,0,2,0,2.990313071,169
461,1,0,1,1,0,1,1,1,1.182217044,150
125,1,0,1,1,0,1,1,1,1.086404131,165
297,1,0,1,0,1,1,0,1,0.5023197249,197
360,1,0,1,1,0,1,1,1,0.9931548596,172
471,1,0,1,0,1,1,0,1,0.6858768975,124
350,0,0,1,0,1,0,0,1,0.8700914883,143
91,1,0,1,0,0,1,2,1,1.627039396,163
501,1,0,1,1,0,1,1,1,1.001129,181
170,0,0,1,0,0,0,2,1,1.701742824,145
485,0,1,0,1,0,0,1,0,1.419119232,85
274,0,0,1,0,1,0,0,1,0.9505197635,123
269,0,0,1,0,1,0,0,1,0.7267400955,177
260,1,0,1,0,0,1,2,1,1.684930378,165
477,1,0,1,1,0,1,1,1,1.072787085,146
33,0,0,1,0,1,0,0,1,0.5599784931,134
288,1,0,1,0,0,1,2,1,2.932926631,120
148,1,0,1,0,1,1,0,1,0.7958534743,134
594,1,1,0,0,1,1,0,0,0.5220079081,175
371,1,0,1,0,0,1,2,1,1.900580607,179
442,1,0,1,0,1,1,0,1,0.4393084795,182
361,1,1,0,0,0,1,2,0,2.043799088,159
332,1,1,0,1,0,1,1,0,1.058018467,136
259,1,0,1,0,1,1,0,1,0.4330667831,106
414,1,0,1,0,0,1,2,1,1.546012422,101
185,1,0,1,1,0,1,1,1,1.317585938,88
414,1,1,0,0,1,1,0,0,0.5260621271,84
369,1,0,1,0,1,1,0,1,0.5485281257,68
180,1,0,1,0,1,1,0,1,0.739827086,65
331,1,0,1,0,1,1,0,1,0.8427683549,90
284,1,0,1,0,0,1,2,1,1.692680794,102
422,1,0,1,0,1,1,0,1,0.7125069973,94
362,1,0,1,0,0,1,2,1,7.944588318,84
390,0,0,1,1,0,0,1,1,1.020154649,106
363,1,0,1,0,0,1,2,1,2.555808095,110
387,1,0,1,1,0,1,1,1,1.345801854,104
277,1,0,1,0,1,1,0,1,0.82702954,102
374,0,0,1,0,1,0,0,1,0.8914384161,114
206,1,0,1,0,1,1,0,1,0.3722677787,116
323,1,0,1,0,1,1,0,1,0.4883423322,132
421,0,0,1,1,0,0,1,1,1.114818457,190
265,0,0,1,0,1,0,0,1,0.4936433639,195
318,1,0,1,0,1,1,0,1,0.7276527007,131
379,1,0,1,0,1,1,0,1,0.7177618572,105
212,1,0,1,0,0,1,2,1,2.211698304,87
272,1,0,1,0,1,1,0,1,0.7265243467,118
731,0,0,1,0,1,0,0,1,0.5968543422,102
494,1,0,1,1,0,1,1,1,1.075299819,117
222,0,1,0,0,1,0,0,0,0.8191373413,131
387,1,0,1,0,0,1,2,1,10.44225265,129
226,1,0,1,0,1,1,0,1,0.8454969456,129
528,0,0,1,0,1,0,0,1,0.5136405366,179
156,1,0,1,0,1,1,0,1,0.4429280187,165
394,0,0,1,1,0,0,1,1,1.347737966,98
382,1,0,1,0,0,1,2,1,4.711161735,82
68,1,1,0,0,1,1,0,0,0.8939373947,70
299,1,1,0,0,1,1,0,0,0.8974777523,68
277,1,0,0,0,1,1,0,2,0.6317229301,127
338,1,0,1,0,1,1,0,1,0.955,171
455,1,0,1,0,1,1,0,1,0.9198764828,125
380,0,0,1,0,1,0,0,1,0.6572980973,95
214,1,0,1,0,0,1,2,1,1.684392039,84
292,1,0,1,1,0,1,1,1,1.005519112,70
105,1,0,1,0,1,1,0,1,0.3606408017,70
